status_id,created_at,screen_name,text,source,favorite_count,retweet_count
x1176870628915388416,9/25/19 14:46,ewarren,"This ""transcript"" itself is a smoking gun. If this is the version of events the president's team thinks is most favorable, he is in very deep jeopardy. We need to see the full whistleblower complaint and the administration needs to follow the law. Now. https://t.co/b56nLZZpRi",Twitter Web App,44459,10223
x1176855059008774150,9/25/19 13:44,ewarren,"As soon as I left the @UAW picket line, I called Cynthia to let her know that I have her back. We're in this fight together. https://t.co/ry7bslWusi",Twitter Media Studio,4258,580
x1176679203112194053,9/25/19 2:05,ewarren,No child should be denied a loving home because of bigotry and discrimination. LGBTQ+ couples who want to open their hearts and their homes deserve our support—and I'll continue to stand with them. https://t.co/QqXJdazok8,Twitter Web App,18706,2461
x1176671531054882817,9/25/19 1:35,ewarren,"We're making big investments this fall to keep growing #TeamWarren and to help candidates that will be critical to keeping the House, taking back the Senate, and regaining ground in key state legislatures.

Dream big, fight hard—and together, we'll win! https://t.co/5oWDyRzdyL",Twitter Web App,1868,263
x1176661402490146817,9/25/19 0:55,ewarren,Today's hearing on Trump's bigoted and xenophobic Muslim Ban was an important first step. Now it's time for Congress to pass the No Ban Act. https://t.co/o0ReE7IitE,Twitter Web App,3877,739
x1176643546260168704,9/24/19 23:44,ewarren,Trump and his administration are putting reporters’ lives at risk. https://t.co/fyoHemdDFM,Twitter Web App,5936,1226
x1176622404514324481,9/24/19 22:20,ewarren,"Now the impeachment inquiry must move forward with the efficiency and seriousness this crisis demands. The House needs to vote on articles of impeachment—and when it comes to the Senate, I will do what the Constitution requires.",Twitter Web App,13099,1787
x1176622403465678849,9/24/19 22:20,ewarren,"Change happens when a grassroots movement pushes from the outside, and leaders are willing to lead from the inside. Thank you to everyone who protested, organized, and asked the crucial questions to get us to this moment. This is an overdue but important step.",Twitter Web App,14940,2073
x1176592755696525312,9/24/19 20:22,ewarren,"No one is above the law—not even the president of the United States. Congress has the constitutional authority and responsibility to hold the president accountable. This is not about politics, this is about principle. We must begin impeachment proceedings.",Twitter Web App,52520,6920
x1176551180278947840,9/24/19 17:37,ewarren,"I called for impeachment five months ago, the day after the Mueller report came out. Trump continues to commit crimes because he believes he’s above the law. If Congress does nothing to respond, he’ll be right. 

We must begin impeachment proceedings—now. https://t.co/aHbX63coJC",Twitter Web App,39638,6852
x1176547131148124162,9/24/19 17:21,ewarren,"Our democracy also depends on protecting our right to vote. I've got a plan to establish strong federal standards to make it easier to register to vote, including automatic and same-day voter registration. #NationalVoterRegistrationDay https://t.co/1hSygEDxkm",Twitter Web App,894,206
x1176547128304422912,9/24/19 17:21,ewarren,"Our democracy depends on all of us stepping forward and making our voices heard. Celebrate #NationalVoterRegistrationDay by registering to vote or double-checking your voter registration at https://t.co/oWULBRDJ4J. And when you’re done, get five friends to do it, too. https://t.co/UwVLZOe0Oi",Twitter Web App,1642,634
x1176511687383494656,9/24/19 15:00,ewarren,"Wages barely budge, costs are rising, and more Americans are falling deeper into debt. Our government has failed us, allowing more wealth to be sucked up by those at the top, and leaving everyone else behind. This is why we need big, structural change. https://t.co/Sf4JB1axeh",Twitter Web App,3914,987
x1176478715800367104,9/24/19 12:49,ewarren,The House must impeach. It must start today.,Twitter Web App,150683,21318
x1176310842062712834,9/24/19 1:42,ewarren,"The best place to meet is on the picket line! Great to see you, @CecileRichards. https://t.co/ckkYVtuk5s",Twitter Media Studio,4207,567
x1176292098791890956,9/24/19 0:27,ewarren,"Before I joined the @UAW picket line in Detroit, I met with UAW leadership. Their workers are putting everything on the line to fight for a fair wage and hold GM accountable—and I'm standing with them. #StandWithUs https://t.co/sey6Ts5X8S",Twitter Web App,1381,241
x1176283519645048832,9/23/19 23:53,ewarren,The enthusiasm and energy from #TeamWarren is what keeps me going! https://t.co/jiZo6nkFuw,Twitter Web App,1663,226
x1176269654723059715,9/23/19 22:58,ewarren,"Thank you, @CCIAction, for inviting me to speak at #ThePeoplesForum! Together, we can build a grassroots movement to make big, structural change. https://t.co/wk4sJ5ZeUI",Twitter Web App,613,121
x1176252224395239432,9/23/19 21:49,ewarren,"I want to recognize the grassroots donors who make this campaign happen. Donate now, and we’ll put your name on my new online grassroots donor wall! Whether you can pitch in $5 or $10 or whatever you can, we all own a piece of our democracy. https://t.co/sZsOu2Gzk9",Twitter Web App,2034,298
x1176237517940645895,9/23/19 20:50,ewarren,Extreme right-wing ideologues aren't just threatening reproductive rights in the United States—they're threatening those rights around the world. We need a president who will be committed to protecting reproductive rights for everyone. https://t.co/O6N2q8E7kI,Twitter Web App,3593,991
x1176222614563557377,9/23/19 19:51,ewarren,"Keep speaking the truth and fighting for big, structural change, @GretaThunberg. Change is possible when millions of people push for it—and when leaders are willing to listen and lead. I promise to fight alongside you and do everything I can to end the climate crisis. https://t.co/hDwwCJVSpB",Twitter Web App,60895,6668
x1176208027101401094,9/23/19 18:53,ewarren,"I have a bill to lower drug prices by directing HHS to step in and manufacture generic drugs when the market fails—and we'll start producing insulin in 1 year. We can't allow companies to corner the market on essential drugs, jack up prices, and cash in on the backs of patients.",Twitter Web App,1504,300
x1176208023553007616,9/23/19 18:53,ewarren,No one should have to choose between medication or housing. No one should be forced to ration insulin and risk dangerous complications. We need #MedicareForAll—and we need to tackle corruption and price gouging in drug manufacturing head on. https://t.co/yNxo7yUDri,Twitter Web App,2135,498
x1176196625057890306,9/23/19 18:08,ewarren,"The workers of @UAW are standing up for good benefits and fair wages—and they're fighting for all of us. When unions win, every worker wins. I'm proud to stand with them. #StandWithUS https://t.co/i5AjKFs8bC",Twitter Web App,1150,265
x1176186729843351553,9/23/19 17:29,ewarren,On #BiVisibilityDay—and every day—we recommit to securing equal rights for every LGBTQ+ American until they can live openly and proudly. Everyone deserves to live without fear or discrimination. https://t.co/ZfPA9ajr1Z,Twitter Web App,13921,2431
x1176142218375155714,9/23/19 14:32,ewarren,"If you made it to the very top—that’s great for you! But you have to chip in to make sure everyone else has an opportunity to succeed, too. https://t.co/aLlLwuZdJt",Twitter Media Studio,7785,1586
x1175942987697872897,9/23/19 1:20,ewarren,"Thank you, Sara! Proud to stand alongside you and @UAW. Unions built the middle class, and unions will rebuild the middle class. https://t.co/MlzA3bRkOp",Twitter Web App,4507,771
x1175911199663370240,9/22/19 23:14,ewarren,"If you’re ready to join this fight, then chip in whatever you can right now. Not only will your contribution make a big difference—we’ll put your name on my new online grassroots donor wall. https://t.co/eXLUwBGxly",Twitter Web App,1205,333
x1175898097316220928,9/22/19 22:22,ewarren,"People like their doctors, their nurses, their pharmacists. Private insurance companies make their profits by saying ""no"" to the care you need from these providers. That's why we need #MedicareForAll. https://t.co/NvGOPXW55U",Twitter Media Studio,6983,1522
x1175869238352986113,9/22/19 20:27,ewarren,"The workers of @UAW are fighting for fair wages and good benefits—and I have their backs. When unions win, all workers win. https://t.co/xC2di0jzLH",Twitter Web App,1683,334
x1175868592262406151,9/22/19 20:24,ewarren,"@ambereenkb @NEAToday Thank you for all of your work, Ambereen! We’re going to keep fighting for America’s public school teachers.",Twitter Web App,20,5
x1175861236262719489,9/22/19 19:55,ewarren,"@CecileRichards @UAW So good to see you, Cecile! Definitely no better place to catch up.",Twitter Web App,360,7
x1175848978170167301,9/22/19 19:06,ewarren,"Liza, this is my promise to you: We’re going to fix this, together. For your family and for immigrant families everywhere. https://t.co/cXKOMx9JIf",Twitter Media Studio,4532,873
x1175825917983301632,9/22/19 17:35,ewarren,Hopefully one day Viola can come visit Bailey in the White House! https://t.co/TtwoYvpY4n,Twitter Web App,10853,981
x1175803908117159936,9/22/19 16:07,ewarren,I'm glad to join @UAW's picket line today in Detroit as @GM auto workers fight for basic rights like fair wages and health care. I have their backs. #UAWStrike #1u,Twitter Web App,3384,650
x1175794805567348736,9/22/19 15:31,ewarren,"I stand shoulder to shoulder with the Chicago teachers making their voices heard to demand living wages, smaller class sizes, and all the things teachers need to do their jobs well. America's teachers take on powerful work every day, and we must treat them with respect. #1u",Twitter Web App,7850,1171
x1175788489193021440,9/22/19 15:06,ewarren,It shouldn't be. We got into this crisis because states and the federal government have passed the cost of higher education onto students and their families. We need universal free public college—and we need to cancel student loan debt. https://t.co/WDM9qzc7SO,Twitter Web App,19253,3195
x1175766997667385346,9/22/19 13:41,ewarren,The daily toll of gun violence is staggering. We need to pass comprehensive gun violence legislation—and we need to tackle the corruption that has held up any attempts to end this epidemic. https://t.co/BpsdAsxxK6,Twitter Web App,3632,934
x1175611623681286145,9/22/19 3:23,ewarren,"I loved going to our @TeamWarren house party in Mount Vernon yesterday and listening to what gets people in this fight. As president, I promise to fight for the big, structural changes that Iowa and the country needs. https://t.co/8EV4f5vzk6",Twitter Web App,2763,307
x1175595230818709504,9/22/19 2:18,ewarren,Stopped by Hamburg Inn in Iowa City for a strawberry rhubarb pie milkshake yesterday. Delicious! https://t.co/B0qMeoVuN7,Twitter Web App,3075,192
x1175588223306870784,9/22/19 1:50,ewarren,"America has a housing crisis—and working families are feeling it hard. Yesterday at Golfview Mobile Home Court, I talked with the people of North Liberty about how we can level the playing field for all families. My housing plan makes it possible: https://t.co/2bSli41VkS https://t.co/eQlIFQIZT4",Twitter Web App,1580,304
x1175579398822481920,9/22/19 1:15,ewarren,Chicago’s nurses fight their hearts out for their patients. They deserve to be treated with respect—and that means adequate staffing levels. I will always stand and fight alongside our nurses. #RNstrike #1u,Twitter Web App,8418,1326
x1175567561750134784,9/22/19 0:28,ewarren,"You inspire me, @GretaThunberg. Activists have always been the driving force behind big, structural change—and yesterday’s powerful #ClimateStrike proved that together, we have a fighting chance at ending our climate crisis. 

Where you lead, I’ll follow. https://t.co/TTkBYxQjbM",Twitter Web App,36740,4980
x1175557250020184064,9/21/19 23:47,ewarren,"Today at the @PolkDems Iowa #SteakFry, I said what I’ve been saying since April: It’s time for us to call out Donald Trump’s illegal behavior and start impeachment proceedings—now. https://t.co/4AZQZQuM3X",Twitter Media Studio,5586,1503
x1175547084587618304,9/21/19 23:07,ewarren,Thank you @PolkDems for the opportunity to participate in a terrific Democratic tradition. I promise to keep dreaming big and fighting hard alongside the people of Iowa. #SteakFry https://t.co/UpvortuB00,Twitter Web App,1636,230
x1175540969292410881,9/21/19 22:43,ewarren,Grateful to have a friend stop by our #SteakFry photo line. https://t.co/UBHmSnrXxd,Twitter Web App,13175,1034
x1175531487342551041,9/21/19 22:05,ewarren,Volunteers all the way! Our volunteers are the backbone of my campaign. Send a message to @TeamWarren to get involved. https://t.co/mXPg0hCtpu,Twitter Web App,1587,217
x1175523487122894849,9/21/19 21:33,ewarren,"I’m inspired by everyone who made their voices heard during yesterday’s #ClimateStrike—and I was grateful to meet some of them at the Blue Strawberry Coffee Shop in Cedar Rapids yesterday.

Together, we can tackle climate change head-on, and I have a #PlanForThat. https://t.co/yWmeLafK6F",Twitter Web App,1534,261
x1175504380084334597,9/21/19 20:17,ewarren,"Unions built the middle class, and unions will rebuild the middle class. Looking forward to joining @UAW's picket line tomorrow. I hope you'll join us: https://t.co/IAr5vADZcc #UAWStrike #1u https://t.co/uO0iIdLGmm",Twitter Web App,2159,541
x1175501418242936832,9/21/19 20:05,ewarren,"@angelicaross @AshleeMPreston I was grateful to meet you, Angelica. You and Ashlee remind me why I’m in this fight.",Twitter Web App,403,25
x1175498517445562379,9/21/19 19:54,ewarren,"Grateful for the opportunity to be part of @GLAAD’s #LGBTQForum. In a Warren administration, LGBTQ+ people will be able to be who they are without fear of violence or discrimination. https://t.co/alLKFFjXwa",Twitter Web App,1238,189
x1175460098388480000,9/21/19 17:21,ewarren,Our laws don't consistently protect against discrimination based on sexual orientation or gender identity. It's past time to change that—starting by passing the Equality Act. https://t.co/h0SmtYNj8j,Twitter Web App,2979,672
x1175428335725363201,9/21/19 15:15,ewarren,Eighteen Black trans women have been killed so far this year. It’s time for a president of the United States of America to #SayTheirNames. #LGBTQForum https://t.co/zQnsB939dN,Twitter Media Studio,19503,4239
x1175226618601598976,9/21/19 1:53,ewarren,"Eighteen Black trans women have been killed this year. This is an epidemic, and we need to call it out. #LGBTQForum https://t.co/ZNSs8BvzFU",Twitter Web App,13141,3821
x1175224787725180928,9/21/19 1:46,ewarren,I’ll be live soon at the #LGBTQForum! Tune in: https://t.co/bwHKURZks5,Twitter Web App,1180,169
x1175216724314066944,9/21/19 1:14,ewarren,"Eight years ago, President Obama repealed Don't Ask Don't Tell. It was an important step towards protecting #LGBTQ service members' rights. But Trump's ban on trans service members has set us back again. When I'm president, I'll reverse this ban and protect LGBTQ service members.",Twitter Web App,23063,3074
x1175203014266773504,9/21/19 0:20,ewarren,Trans women who experience homelessness are already disproportionately more likely to face violence. If Secretary Carson is not willing to do his job and protect all Americans experiencing housing insecurity then he shouldn't have his job.,Twitter Web App,5428,814
x1175203012991692800,9/21/19 0:20,ewarren,Secretary Carson's transphobic remarks are completely unacceptable. https://t.co/TT5N6abbtc,Twitter Web App,5266,915
x1175192500149137408,9/20/19 23:38,ewarren,"In 1974, Democrats and Republicans united in support of impeachment not out of mutual contempt for Nixon but mutual respect for the rule of law. Congress refused to be complicit in future law-breaking by Nixon or other presidents. It’s time for this Congress to step up and act.",Twitter Web App,34003,7304
x1175192498672742405,9/20/19 23:38,ewarren,"Mitch McConnell is also complicit. The Senate must vote on the bill, already passed by the House, to help states and localities protect themselves from the foreign attacks on our elections that the President has previously welcomed.",Twitter Web App,27711,4706
x1175192497083047937,9/20/19 23:38,ewarren,"A president is sitting in the Oval Office, right now, who continues to commit crimes. He continues because he knows his Justice Department won't act and believes Congress won’t either. Today’s news confirmed he thinks he’s above the law. If we do nothing, he’ll be right.",Twitter Web App,34708,8289
x1175192494734266369,9/20/19 23:38,ewarren,"After the Mueller report, Congress had a duty to begin impeachment. By failing to act, Congress is complicit in Trump’s latest attempt to solicit foreign interference to aid him in US elections. Do your constitutional duty and impeach the president.",Twitter Web App,139481,35321
x1175121916300070919,9/20/19 18:57,ewarren,"Trump's “metering” and ""Remain in Mexico"" policies are putting immigrant families at risk. I will end these cruel policies and ensure asylum seekers are welcomed. https://t.co/mm8StJuk3t",Twitter Web App,2247,550
x1175107297837813764,9/20/19 17:59,ewarren,"@jensized Ha, I do! I hope your meeting went well and your plans are ready to go.",Twitter Web App,40,2
x1175097039388073986,9/20/19 17:19,ewarren,"Thank you, @JayInslee. I'm willing to do whatever it takes to stop the climate crisis—and that starts with eliminating the filibuster so that we can make the big, structural change we desperately need to save our planet. https://t.co/t50mffJPmA",Twitter Web App,8144,1469
x1175078031720898560,9/20/19 16:03,ewarren,"Take any big problem that we face in America today, and you don't have to dig deep to see corruption at work, holding up progress and putting us at risk. I know what's broken—and I've got a plan to fix it. That's why I'm running for president of the United States. https://t.co/GnXvf0m58s",Twitter Media Studio,7070,1655
x1175052955554385920,9/20/19 14:23,ewarren,"Today, my heart is with the people of Puerto Rico as we continue to mourn the lives lost in the aftermath of Hurricane Maria two years ago. The federal government failed our fellow citizens—and you bet I’m fighting with everything I've got to ensure that never happens again.",Twitter Web App,12317,1782
x1175041052761362433,9/20/19 13:36,ewarren,Thank you @BilldeBlasio for making working families the center of your campaign. This is our moment to fight for an America that works for all of us—not just the people at the top. Let's keep fighting. https://t.co/Q81RAUkzvD,Twitter Web App,5112,471
x1175024604995305472,9/20/19 12:31,ewarren,"I'm ready to fight, and I've got big plans to meet the goals of the #GreenNewDeal and achieve 100% clean energy for America. https://t.co/i0zxkYpsNJ",Twitter Web App,1563,258
x1175024602638168064,9/20/19 12:31,ewarren,"Climate change is an existential threat—and we are already facing the effects. The youth-led #ClimateStrike and the solidarity strikes from groups like @AMZNforClimate show that our country is ready to fight for the big, structural change we'll need to tackle the climate crisis.",Twitter Web App,4460,888
x1174893631817289728,9/20/19 3:50,ewarren,"Climate change is an existential threat, and we are running out of time—but I have hope. I have hope thanks to the young people participating in the #ClimateStrike. I have hope thanks to the people I meet who are committed to making big, structural change to save our planet. https://t.co/nIiTmHriLf",Twitter Media Studio,9709,2173
x1174881605690765312,9/20/19 3:02,ewarren,"A terrific sunset, and a terrific crowd here in Iowa City tonight. https://t.co/WNLPJAJIzX",Twitter Web App,9510,848
x1174865285536526337,9/20/19 1:58,ewarren,"So grateful to have had @MauriceWFP with me at our Washington Square Park event. @WorkingFamilies has been on the front line of the fight for racial and economic justice, and I'm honored to have their support. We're going to build this grassroots movement together. https://t.co/WMxCY62IZF",Twitter Media Studio,2218,434
x1174838309375348736,9/20/19 0:10,ewarren,"Last night, I called up grassroots donors who chipped in to my campaign to say thanks—and you could be next.

Will you chip in now, too? Even $3 makes a big difference, especially with our FEC fundraising deadline right around the corner. https://t.co/RiE0kuNIfm",Twitter Web App,1837,381
x1174804351413575681,9/19/19 21:55,ewarren,"I want every little girl to grow up knowing that when they fight from the heart, they can win. And we pinky promise so they won’t forget. https://t.co/oZZ4AEuiBX",Twitter Web App,8979,1240
x1174787436817334272,9/19/19 20:48,ewarren,"Our economy works great for people who can use their money and power to become even richer and more powerful. But I've got a plan to ensure it works for everyone else too. If that scares hedge fund billionaires like this guy, fine by me. https://t.co/jhZQZyAVeO",Twitter Web App,5356,1531
x1174767926060224513,9/19/19 19:31,ewarren,"The Trump administration is trying to stack the deck against asylum applicants. That's not right—our laws and values compel us to help those fleeing violence and oppression. When I'm president, I'll undo his dangerous policies and welcome asylum seekers. https://t.co/9qWeHuCOpL",Twitter Web App,1682,304
x1174767923807830016,9/19/19 19:31,ewarren,"Border Patrol agents are not asylum officers. They shouldn't get to determine who meets the ""credible fear"" standard for asylum. Seeking asylum is not a crime, and we shouldn’t be treating refugees this way. https://t.co/Wgb86T4Y8z",Twitter Web App,8000,2329
x1174767495707877379,9/19/19 19:29,ewarren,"@Quirkywriter01 Sorry I missed you, LaVel! Grateful down to my toes to have you in this fight.",Twitter Web App,65,13
x1174752553743073281,9/19/19 18:30,ewarren,"@evesuzanne @TeamWarren Thank you, Eve—I’m so sorry I missed you! I know that together, we can take the power from the NRA and the lawmakers in their pockets and return it to the people.",Twitter Web App,199,27
x1174751357712179200,9/19/19 18:25,ewarren,"@ErinForYall Thank you, Erin—grateful down to my toes to have your support!",Twitter Web App,25,2
x1174746533176233984,9/19/19 18:06,ewarren,"My heart goes out to @WhipClyburn and his family after the loss of his wife, Emily. An activist and librarian who raised tens of thousands of dollars to help students attend college, she was a fixture in her community, and she will be deeply missed. https://t.co/z6uNiKnC8j",Twitter Web App,1593,264
x1174735322929909762,9/19/19 17:21,ewarren,"Bridgette’s story highlights so many problems with our criminal justice system—from how it fails to protect survivors of domestic violence, to the injustice of mandatory minimums, to the lack of rehabilitative services. I've got a comprehensive plan for reform. https://t.co/4haSGX9SY3",Twitter Media Studio,1543,458
x1174705749978681344,9/19/19 15:24,ewarren,It's time to get rid of the Electoral College. https://t.co/70uWdOoVBQ,Twitter Media Studio,37861,6962
x1174672062465662977,9/19/19 13:10,ewarren,Today's historic hearing in the House of Representatives is an important step towards #DCStatehood. Washington D.C. residents deserve an equal voice in our government—they deserve statehood now.,Twitter Web App,12904,2390
x1174506433137782785,9/19/19 2:12,ewarren,Thank you to everyone who passed me a note in the selfie line in New York City—they mean the world to me. https://t.co/adfH8In2lq,Twitter Media Studio,43302,5953
x1174499826651815942,9/19/19 1:45,ewarren,"Today is National HIV/AIDS and Aging Awareness Day. Thanks to improvements in treatments, those with HIV can live longer, fuller lives. We need #MedicareForAll to ensure that everyone who needs treatment gets it. #HIVAndAging https://t.co/CibmgUl73p",Twitter Web App,2771,611
x1174486381307072512,9/19/19 0:52,ewarren,It's time for @StationCasinos management to sit down and negotiate a fair contract with @Culinary226 workers. https://t.co/p4sFECnK9t,Twitter Web App,734,148
x1174480934982291457,9/19/19 0:30,ewarren,.@ewarren explains why these are ‘scary times.’ #LSSC https://t.co/YcAbTrwrxa,Twitter Web App,0,730
x1174476450734465024,9/19/19 0:13,ewarren,"If we're going to make big, structural change, we're going to need someone leading from the inside—but we'll also need a grassroots movement pushing from the outside. The selfie line gives me a moment (or a few thousand moments) to meet that movement. https://t.co/yN2J4GjC5t",Twitter Media Studio,2754,560
x1174471580111572993,9/18/19 23:53,ewarren,I'm so excited by all of the new voices that have joined #TeamWarren—especially @rgay. Her work has changed the way we think about this moment in history and how we're preparing for the fight ahead of us. Thank you for your support. https://t.co/lhVrhc738C,Twitter Web App,17846,1374
x1174440748412014598,9/18/19 21:51,ewarren,"My plan to #EndCorruptionNow would end lobbying as we know it. Under that plan, it would be illegal for former members of congress like Pat Meehan to get jobs as lobbyists once they leave office. https://t.co/nT63XUNDiv",Twitter Web App,3016,753
x1174424710488219654,9/18/19 20:47,ewarren,Check out the new and improved plans section of my website! https://t.co/AfueAnmmB5,Twitter Web App,2560,658
x1174413695205744641,9/18/19 20:03,ewarren,Congratulations to #TeamWarren’s own @CAMONGHNE for making the 2019 @nationalbook Awards longlist for her poetry! I’m honored to have you on my team. https://t.co/9IF2qkWvLp,Twitter Web App,3692,494
x1174388679193911296,9/18/19 18:24,ewarren,"Senator Elizabeth Warren: ""Yeah, I was there [on the selfie line] four hours, but I'll tell you what: so was the last guy in line."" https://t.co/YCs5xYV9vO",Twitter Web App,0,7211
x1174384386239881217,9/18/19 18:07,ewarren,"Our children shouldn’t have to live like this.

If we want to end the gun violence epidemic, we need to make big, structural change. https://t.co/YUTecHznFd https://t.co/arHwhFgWAV",Twitter Web App,4866,1185
x1174378220877156353,9/18/19 17:42,ewarren,"@AdyBarkan I hope today's procedure goes well and that we have many more years with you, Ady. You're absolutely right—everyone should have the long-term care that they need. That’s why we’re fighting for #MedicareForAll.",Twitter Web App,1920,124
x1174376675230081025,9/18/19 17:36,ewarren,No company should be able to withhold health care benefits as leverage against striking workers. We need #MedicareForAll. https://t.co/8aOzW7vLOk,Twitter Web App,17355,4251
x1174350153291128832,9/18/19 15:51,ewarren,"We have to know that when government officials are making decisions, they are considering only the public interest—not their own personal interests or the interests of their friends and future employers. I'll close and padlock this revolving door. https://t.co/wZukut2Fnh",Twitter Web App,4082,915
x1174342659181371398,9/18/19 15:21,ewarren,"I’m all in for .@ewarren 🇺🇸

#Warren2020 https://t.co/cnohBORHvt",Twitter Web App,0,329
x1174342160025567232,9/18/19 15:19,ewarren,"Very excited to support @ewarren alongside my @NYWFP family and two of my favorite people, @NYCComptroller and @Biaggi4NY .  Also, to everyone who needed to know, yes, Peter did get his photo. https://t.co/FBnDIEE0Ht",Twitter Web App,0,103
x1174325887472414721,9/18/19 14:14,ewarren,No health care system should have billions in reserve while raising rates and outsourcing jobs—but that’s exactly what Kaiser is doing. I stand with the @KPThrive workers getting ready to strike for a health care system that works for all. #KeepThriveAlive #KPStrikeSupporter,Twitter Web App,3190,785
x1174129824945848320,9/18/19 1:15,ewarren,TONIGHT: Presidential candidate Senator @ewarren answers Stephen's lightning round questions about her wealth tax and Iran. #LSSC https://t.co/GuWkJm14RR,Twitter Web App,0,537
x1174125326819045376,9/18/19 0:57,ewarren,"Our reproductive rights are under attack. But I’m tired of being on defense—I’m ready to go on offense. With supporters and organizers like @NARAL, I believe that we can protect and expand our reproductive rights. https://t.co/yDwXIi1mFe",Twitter Web App,2756,535
x1174117844998660098,9/18/19 0:28,ewarren,"It was a marathon, but we made it! See you tonight at 9pm ET, @maddow. https://t.co/ybz4KeiQH6",Twitter Web App,10899,963
x1174108014665707521,9/17/19 23:48,ewarren,I've got a plan to protect reproductive care from right-wing ideologues in every state and ensure real access to birth control and abortion care for all. I'll make sure our reproductive rights are protected no matter what the Supreme Court does. https://t.co/aW9e3rRehz https://t.co/PaItWzLHpA,Twitter Web App,4775,912
x1174102883094212609,9/17/19 23:28,ewarren,"Looking forward to seeing you tonight, @StephenAtHome! https://t.co/rvJdZfaMXE",Twitter Web App,5421,407
x1174062927122501632,9/17/19 20:49,ewarren,"How can small companies have any chance if Amazon manipulates their algorithm to boost their own products and profits? 

You can be an umpire or you can own a team, but you can't do both in the same game. It's time to #BreakUpBigTech. https://t.co/zvoPDH2aXh",Twitter Web App,2178,546
x1174043245820743680,9/17/19 19:31,ewarren,"As we celebrate the official adoption of our Constitution, we also remember that from voting to reproductive health care to freedom from discrimination, our constitutional rights are under attack. I’ve got a plan to defend and protect these rights. #ConstitutionDay",Twitter Web App,5195,1014
x1174039409945174016,9/17/19 19:16,ewarren,"Corruption killed over 100 women in the Triangle Shirtwaist Factory Fire. But in the aftermath of that tragedy, women workers organized, fought back, and secured major victories. I know big, structural change is possible—because America's done it before. https://t.co/PPedaxnUxS",Twitter Web App,4345,901
x1174037121268670465,9/17/19 19:07,ewarren,"@MatthewMalloy2 @claretoenis Thanks for sticking around until the end, Matt! Selfies and big, structural change—two promises I’ll keep.",Twitter Web App,199,11
x1174032909793206272,9/17/19 18:50,ewarren,"We’re excited to work for working families with you too, @ewarren! https://t.co/tldLmIsAU4",Twitter Web App,0,306
x1174002395367407621,9/17/19 16:49,ewarren,"The energy of our grassroots supporters keeps me going. This is our moment in history to dream big, fight hard, and win. #WarrenNYC https://t.co/BE9XNaOB5x",Twitter Web App,6386,871
x1173996545655681027,9/17/19 16:26,ewarren,The wealthy and well-connected haven't just scooped up a huge chunk of the wealth all of us have worked hard to produce—they’ve also gobbled up opportunity itself. But this is America. We should invest in opportunities for everyone. #WarrenNYC https://t.co/FSt26GWNHq,Twitter Media Studio,4274,1257
x1173974600931303424,9/17/19 14:58,ewarren,"Throughout our history, Americans have been told that it wasn’t possible to make big, structural change. But they didn’t give up. They built grassroots movements—and they changed the course of American history. I believe we can do it again. Thank you, New York. #WarrenNYC https://t.co/VENIT5LuB1",Twitter Web App,8942,1433
x1173785388844027910,9/17/19 2:26,ewarren,"Women workers sounded the alarm about working conditions for years before the Triangle Shirtwaist Factory Fire, but corruption stopped reforms. Look at any big problem we face today—climate change, gun safety, health care—and you can see the same system at work. #WarrenNYC https://t.co/5QPje4KJRV",Twitter Media Studio,10974,3007
x1173765481746116609,9/17/19 1:07,ewarren,"Thank you, New York City! Let’s dream big, fight hard, and win. #WarrenNYC https://t.co/gPUhszRcOl",Twitter Web App,27779,3370
x1173753593012346882,9/17/19 0:20,ewarren,Donald Trump is corruption in the flesh. But our problems didn't start with Donald Trump. A country that elects Donald Trump is already in serious trouble. #WarrenNYC https://t.co/9BYOtFmn1R,Twitter Media Studio,35581,9170
x1173748764747714571,9/17/19 0:01,ewarren,"This is our moment in history. Our moment to dream big, fight hard, and win in 2020. But Democrats can’t win if we’re scared and looking backward. If you’re ready to join this fight, chip in $3 to our grassroots campaign. #WarrenNYC https://t.co/09hZpgXuAk",Twitter Web App,3148,758
x1173745683947540482,9/16/19 23:49,ewarren,"We win when we meet the moment. We win when we stand up for what is right. And we win when we get out there and fight for it. If you’re ready to fight, join me: https://t.co/QYdzoJ5Tqe #WarrenNYC",Twitter Web App,1407,354
x1173745414132183040,9/16/19 23:48,ewarren,"2020 is about the direction America goes, not just for four years, but for generations to come. There’s a lot at stake in this election, and I know people are scared. But we can't choose a candidate we don't believe in just because we're too scared to do anything else. #WarrenNYC",Twitter Web App,12457,2521
x1173737958140260352,9/16/19 23:18,ewarren,"Corruption has put our planet at risk. Corruption has broken our economy. And corruption is breaking our democracy. I know what’s broken, I’ve got a plan to fix it, and that’s why I’m running for President of the United States. #WarrenNYC",Twitter Web App,35943,7109
x1173737812312637440,9/16/19 23:17,ewarren,"When you see a government that works great for those with money and connections and doesn’t work much for anyone else, that’s corruption—plain and simple. It’s time to call it out for what it is. #WarrenNYC",Twitter Web App,3818,913
x1173733012816580610,9/16/19 22:58,ewarren,"Join us live from Washington Square Park tonight as I share the story of how working women organized to change the course of history—and how we can make the big, structural change our future depends on. #WarrenNYC https://t.co/LKvnA31wIh",Periscope,8903,2599
